Contenido;Título del vídeo;Hora de publicación del vídeo;Clics por elemento de pantalla final mostrado (%);Elementos de pantalla final mostrados;Clics en elementos de pantalla final;Clics en teaser por teaser de tarjeta mostrado (%);Teasers de tarjeta mostrados;Clics en teaser de tarjeta;Clics por tarjeta mostrada (%);Tarjetas mostradas;Clics en tarjetas;Me gusta (vs. No me gusta) (%);No me gusta;Me gusta;Mostrado en el feed;Vistos (frente a saltados) (%);Comentarios añadidos;Compartido;RPM (USD);Ingresos estimados (USD);Suscriptores perdidos;Suscriptores ganados;Porcentaje medio visto (%);Visualizaciones;Tiempo de visualización (horas);Duración media de las visualizaciones;Impresiones;Porcentaje de clics de las impresiones (%)
Ok5K444w81Y;⚡Mate METAL Finished 3D logo TUTORIAL in CorelDRAW ▶ DelcaVideography;Jul 30, 2015;;0;0;0;32;0;;0;0;;0;0;0;;0;0;1,143;0.033;0;0;30.85;31;32,755;0:06:20;657;2.89
P19c7DClSPo;👻 TUTORIAL Diseña tu fantasma de halloween | DelcaVideography 👻;Oct 23, 2018;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;99.93;1;0.3103;0:18:37;93;0
Piah0r6Wad0;🧐 Te ENSEÑO estas TÉCNICAS de DIBUJO para DISEÑAR en CorelDRAW 🏠 ► TUTORIAL | DelcaVideography;Nov 9, 2021;0;3;0;0;5;0;;0;0;100;0;1;0;;0;0;0.333;0.002;0;0;36.17;6;0.5637;0:05:38;207;2.42
QYP39ZUhx1g;👉 Estas son las PRINCIPALES HERRAMIENTAS 🛠 de Corel Draw ▶ DelcaVideography;May 20, 2021;0;90;0;0;111;0;;0;0;;0;0;0;;0;4;1,059;0.245;0;0;55.72;157;66,831;0:02:33;1338;8.3
QYPKB5zJ_Gw;😎 CREAR INTRO CON IMÁGENES: TUTORIAL VEGAS PRO ʜᴅ;Jan 16, 2018;;0;0;0;8;0;;0;0;;0;0;0;;0;0;0.882;0.017;0;1;10.23;22;0.9625;0:02:37;332;3.92
Qczw850gs6k;TU PROPIA INTRO ANIMADA EN SONY VEGAS PRO;Feb 23, 2016;;0;0;0;3;0;;0;0;;0;0;0;;0;0;0;0.001;0;0;15.43;9;0.5497;0:03:39;140;2.14
Qf6jbm64d6k;🌕 TUTORIAL: 3D LIGHTING BALL LOGO - Corel Draw | DelcaVideography 🌕;Feb 5, 2019;0;4;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;34.22;6;0.6731;0:06:43;267;1.12
R0syC8449s8;🤯 Técnicas para DISEÑAR LOGOS increíbles en CorelDRAW | DelcaVideography;Aug 4, 2021;;0;0;;0;0;;0;0;;0;0;7;14.29;0;0;0;0;0;0;32.35;1;0.0041;0:00:14;212;0
RCG1eem9zvE;💡 Lettering REVOLUTION LOGOTYPE tutorial | COREL DRAW | DelcaVideography;May 26, 2020;0;3;0;0;6;0;;0;0;;0;0;0;;0;0;0;0;0;0;57.83;2;0.5311;0:15:55;130;0.77
RCLCA4CBbRc;3D GEOMETRIC LOGO tutorial in Corel Draw | DelcaVideography;Feb 12, 2019;;0;0;0;9;0;;0;0;;0;0;0;;0;0;0.875;0.007;0;0;24.2;8;0.5701;0:04:16;286;2.1
RDLqK5qDRco;😎 Un DISEÑO y MUCHAS FORMAS ▶ Short | DelcaVideography;Jul 16, 2022;0;2;0;;0;0;;0;0;;0;0;0;;0;0;0.25;0.001;0;0;25.59;4;0.0202;0:00:18;87;2.3
RUCx93JLnis;✒️ + 🐧Aprende a COMBINAR CONCEPTOS 😏 para DISEÑAR en CorelDRAW | DelcaVideography;Oct 21, 2021;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;0;0;0;0;51.12;3;0.3255;0:06:30;110;1.82
RUTMHPD29Rw;✅  AMONG US + DIBUJEMOS [PASO a PASO y desde CERO ✍🏼] este PERSONAJE ► DelcaVideography 👨‍🚀;Sep 29, 2020;0;3;0;0;6;0;;0;0;;0;0;0;;0;0;0.667;0.007;0;0;28.39;4;0.7418;0:11:07;64;3.13
RXvl3jk0KeA;🐙 LOGOTIPO + ILUSTRACIÓN OCTOPUS TUTORIAL en Corel DRAW | DelcaVideography;Jun 9, 2020;;0;0;;0;0;;0;0;100;0;1;0;;0;0;0;0;0;0;5.72;5;0.1807;0:02:10;152;3.29
RbTRgbybaS8;🔥 ¡Crea tu logo perfecto en minutos con estos trucos! 💻 ¡Mira cómo lo hice yo en este video! 💪🏼;Jan 3, 2023;;0;0;;0;0;;0;0;100;0;1;46;60.87;0;0;0;0;0;0;225.93;28;10,543;0:02:15;619;2.26
S3bpIFZl-qw;CREANDO LOGO EN VIVO - TUTORIAL COREL DRAW: SPINNER;Jan 30, 2018;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;16.87;2;0.2718;0:08:09;88;2.27
SChyIBkkCfg;✍🏼 Si APRENDES esta TÉCNICA puedes CREAR LOGOS como un PRO ▶ TUTORIAL CorelDRAW | DelcaVideography;Jun 14, 2022;0;9;0;0;3;0;;0;0;;0;0;0;;0;0;0.867;0.042;0;0;31.75;33;30,183;0:05:29;541;3.7
SQ60SEimQ-8;How to Create a 3D funny fluffy cartoon design in Adobe Illustrator Tutorial | DelcaVideography;Feb 26, 2019;;0;0;0;3;0;;0;0;;0;0;0;;0;0;0;0;0;0;10.21;2;0.0798;0:02:23;68;2.94
SRXZwAEVty4;[+..••] Nintendo SWITCH LOGO design COREL DRAW | DelcaVideography;Sep 10, 2019;0;21;0;0;35;0;;0;0;;0;0;0;;0;0;0.526;0.02;0;0;55.19;28;29,878;0:06:24;301;3.99
SfJvprvv2SY;G minúsclula Short;May 19, 2022;;0;0;;0;0;;0;0;;0;0;1;100;0;0;0;0;0;0;15.85;2;0.0045;0:00:08;29;0
Sq3s6litxq8;🔥 APRENDE a EDITAR VIDEOS con Windows 10 😮 *TUTORIAL COMPLETO* ▶ DelcaVideography;Jun 15, 2021;0;15;0;0;36;0;;0;0;100;0;5;0;;2;0;2,152;0.215;0;1;19.42;104;99,576;0:05:44;99;5.05
T-K6BdhzxT0;🎞MÁSCARA RECORTE SFX: SONY VEGAS PRO TUTORIAL🎞;Mar 21, 2017;;0;0;0;7;0;;0;0;;0;0;0;;0;0;0.3;0.007;0;0;14.41;21;0.7616;0:02:10;168;3.57
T0FbW-ICzQk;✅ Te Enseño Cómo CREAR EFECTO BRONCE en PHOTOSHOP [FÁCIL & BIEN EXPLICADO!!! 😮];Feb 17, 2016;0;4;0;5.56;18;1;0;5;0;;0;0;0;;0;0;2,091;0.023;0;0;34.94;12;0.9283;0:04:38;152;3.29
T0kIj9bFZDQ;Cómo crear el Efecto JITTER en Vegas Pro | DelcaVideography;May 15, 2018;;0;0;100;1;1;20;5;1;;0;0;0;;0;0;0;0;0;0;6.61;5;0.0798;0:00:57;111;3.6
Tf46G7oWFbQ;SONY VEGAS PRO + PHOTOSHOP TUTORIAL 3D ANIMATION PHOTO EFFECT;Sep 9, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;1;0.013;0;0;4.75;16;0.1676;0:00:37;300;3.67
U8pz2WAiiZs;¿Qué es DelcaVideography? 🤔 Te lo resumo en este video 👊🏼;Nov 18, 2015;;0;0;;0;0;;0;0;100;0;-1;0;;0;0;;0;0;0;;0;0;;15;0
UGTltXpR5jI;Aprende a Crear LOGOTIPOS INGENIOSOS 🧠 [PASO a PASO y desde CERO ✍🏼] Corel DRAW ► DelcaVideography;Dec 8, 2020;;0;0;0;4;0;;0;0;100;0;2;0;;0;0;0.636;0.008;0;0;10.75;14;0.8322;0:03:33;284;1.76
U_YOn53zh4M;CÓMO CLONAR UNA PERSONA EN SONY VEGAS PRO TUTORIAL;Feb 14, 2017;0;3;0;0;19;0;;0;0;;0;0;0;;1;1;0.739;0.022;0;0;22.96;26;15,819;0:03:39;348;6.9
UnE6kRWY_sg;✅ Ventajas y Desventajas de Vegas Pro (2022) @DelcaX;Dec 13, 2022;0;21;0;0;7;0;;0;0;100;0;3;0;;1;0;0.821;0.025;0;0;62.7;29;0.8536;0:01:45;479;3.55
V0B0_Nskkag;(INTERMEDIO) TUTORIAL 12 Corel Draw X7: TARJETA DE PRESENTACIÓN PROFESIONAL /  BUSINESS CARD;Dec 8, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;2.11;2;0.027;0:00:48;95;2.11
V4580EvOzG8;✅ APRENDE 5 Transiciones PRO 👉 FÁCIL & RÁPIDO [*SIN Plugins*] Vegas Pro  ▶ DelcaVideography;Oct 14, 2020;0;3;0;0;4;0;;0;0;100;0;2;0;;0;0;1,167;0.021;0;0;17.33;20;0.7781;0:02:20;289;3.81
VABDQH4OMkk;🕷️Cómo crear el Efecto MARVEL en Photoshop | DelcaVideography;May 8, 2018;;0;0;0;5;0;;0;0;100;0;1;0;;0;1;1,038;0.053;0;1;17.23;34;1.67;0:02:56;515;4.27
VHS8AU5hh9U;✅ APRENDE TODO para DIBUJAR en PERSPECTIVA 👉🏼 CorelDRAW 2021 ▶ DelcaVideography;Apr 5, 2021;0;5;0;0;11;0;;0;0;;0;0;0;;0;0;1.85;0.037;0;0;21.86;22;38,016;0:10:22;265;4.91
VJlRvQEOx4E;👍 BEST LOGO DESIGN IDEAS:  COREL DRAW;Feb 20, 2018;0;32;0;0;42;0;;0;0;;0;0;0;;0;0;1,226;0.05;0;0;37.36;38;42,626;0:06:43;508;4.53
VNXWRnfL5Kw;DISEÑA con SIMETRÍA en 3 SIMPLES PASOS con Corel DRAW DelcaVideography;Aug 6, 2019;0;6;0;3.33;30;1;0;5;0;100;0;1;0;;0;0;0.7;0.038;0;1;20.01;58;33,372;0:03:27;746;4.69
VUzjh1F_eHw;(INTERMEDIO) TUTORIAL 10 Corel Draw X6: Crea tu propio Logo / Design your own logo;Mar 2, 2014;;0;0;0;2;0;;0;0;;0;0;0;;0;0;0.2;0.002;0;0;13.19;10;10,106;0:06:03;113;2.65
VXr_jcns58Q;🔥 CorelDRAW ESSENTIAL Techniques for Beginners & Experts ▶ LOGO TUTORIAL |  DelcaVideography;Jul 15, 2021;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;1.5;1;0.002;0:00:07;90;0
Vr57ZlI3sv4;⚡ ¡Únete Ahora! Curso MAESTRO en DISEÑO GRÁFICO & AUDIOVISUAL ▶ DelcaVideography [SOLICÍTALO AQUÍ 🔥];Jan 11, 2018;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;64.54;5;0.0547;0:00:39;174;1.72
VuuLy-KSDvs;👀 Cómo dibujar Ojos tipo Caricatura en Corel DRAW | DelcaVideography 👁;Jul 24, 2018;;0;0;0;5;0;;0;0;;0;0;0;;0;1;0.923;0.012;0;0;9.28;15;0.4417;0:01:46;178;1.69
Vyz5b4jU1w8;(INTERMEDIO) VECTORIZAR en Corel DRAW X7 TUTORIAL: (Bonus Track: Alexander Villegas);Nov 25, 2015;;0;0;0;16;0;;0;0;;0;0;0;;0;0;0.5;0.003;0;0;87.3;6;1,052;0:10:31;110;2.73
W2xsMNUsVUg;🎬 Cómo crear una INTRO de PELÍCULA en VEGAS PRO | DelcaVideography;Jul 31, 2018;;0;0;0;2;0;;0;0;100;0;1;0;;0;0;0.636;0.01;0;1;4.78;17;0.2616;0:00:55;311;3.22
W3hF_zEEpK8;Desventajas Vegas Pro Short @DelcaX;Dec 13, 2022;;0;0;;0;0;;0;0;100;0;2;14;35.71;0;0;0;0;0;0;55.13;5;0.0421;0:00:30;249;0.8
WVWUjkrEZHc;(BÁSICO) TUTORIAL 8: COREL DRAW X7 - PERSPECTIVE LAMP;Oct 21, 2015;;0;0;0;22;0;;0;0;100;0;-1;0;;0;0;1;0.009;0;0;44.4;9;11,145;0:07:25;247;2.02
WhPgERWliNQ;LOGO DESIGN PROCESS (detail explanation) | Part 1 | DelcaVideography ✍️;Jul 21, 2020;0;6;0;0;11;0;;0;0;;0;0;0;;0;0;0.75;0.003;0;0;48.76;4;0.8218;0:12:19;82;2.44
Wm7m8Uoonec;👉 Estos son los REQUISITOS para INSTALAR Corel DRAW ▶ DelcaVideography;May 10, 2021;0;45;0;0;40;0;;0;0;66.67;1;2;0;;1;3;1,324;0.352;0;1;38.72;252;66,397;0:01:34;1128;7.8
Wt9VkaxXayI;🔥  MUST SEE! CorelDRAW BEST Techniques for Beginners & Experts TUTORIAL (2021) ⚓  ► DelcaVideography;Jun 24, 2021;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;26.68;2;0.1802;0:05:24;79;0
Wu3xsU6yx4M;(INTERMEDIO) LOGO 3D PROFESSIONAL (SIGHT WINGS) TUTORIAL: CORELDRAW X6, X7, X8;Jun 28, 2016;;0;0;;0;0;;0;0;100;0;1;0;;0;0;0.083;0.002;0;0;11.1;15;0.5626;0:02:15;372;2.96
Wz3m_gJHWU4;Así se hacen LOGOS para CorelDRAW @DelcaX;Dec 15, 2022;;0;0;;0;0;;0;0;;0;0;8;37.5;0;0;0;0;0;0;52.12;3;0.0261;0:00:31;278;0.36
X0xRCMundi0;CÓMO ANIMAR FOTOS EN GIF TUTORIAL 1 LIGHTROOM + PHOTOSHOP;Dec 16, 2015;;0;0;0;3;0;;0;0;;0;0;0;;0;0;0.5;0.008;0;0;7.55;13;0.2211;0:01:01;38;26.32
X8e-3u0kN_E;✔💪🏼 Sigue estas TÉCNICAS para CREAR LOGOS en CorelDRAW ▶ TUTORIAL | DelcaVideography;Mar 1, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.5;0.004;0;0;4.48;9;0.0863;0:00:34;170;2.94
XFF0wVINP0w;⚡ La MEJOR FORMA de ORGANIZAR tus PÁGINAS 🔥 en CorelDRAW 👉🏼 Tutorial (2021) 😮;Apr 27, 2021;0;8;0;0;5;0;;0;0;100;0;1;0;;1;0;1;0.023;0;1;22.49;25;0.9463;0:02:16;336;3.87
XHIcjnPHv3g;🔥 CorelDRAW GREAT Techniques for Beginners & Experts ▶ LOGO TUTORIAL (🌸+♻)  | DelcaVideography;Jul 22, 2021;0;7;0;0;15;0;;0;0;;0;0;0;;0;0;2,625;0.021;0;0;50.07;8;0.5864;0:04:23;152;2.63
XS6ocwaU89s;🌟 Lo NUEVO de CorelDRAW 2021 ▶ DelcaVideography;Mar 15, 2021;;0;0;0;2;0;;0;0;100;0;1;0;;0;0;0.467;0.007;0;0;9.38;18;0.4866;0:01:37;377;1.33
XbnKHZ2U-rQ;CÓMO CREAR Efecto HALFTONE en Corel DRAW X4, X5, X6 y X7 TUTORIAL;Jan 27, 2016;;0;0;0;27;0;;0;0;100;0;3;0;;0;0;0.714;0.016;0;2;33.64;26;18,609;0:04:17;821;1.95
Xp6SRXUDUic;(INTERMEDIO)⚔️ LOGO PROFESIONAL AMBAR: COREL DRAW TUTORIAL;May 10, 2017;;0;0;0;5;0;;0;0;100;0;1;0;;0;0;0;0.003;0;0;52.83;5;0.8417;0:10:05;103;0
XrQZ3jFi738;⚡ DISEÑA el LOGO GRATIS para TU NEGOCIO en CorelDRAW  ▶ TUTORIAL | DelcaVideography;May 10, 2022;;0;0;0;4;0;;0;0;;0;0;0;;0;0;0.9;0.019;0;0;29.8;23;22,635;0:05:54;246;4.07
Y5ZpdYNR3vg;(1 MINUTO) TUTORIAL 1 Corel DRAW X7: POWERCLIP (with Closed Caption);Oct 27, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.5;0.002;0;0;17.58;4;0.0527;0:00:47;35;5.71
Y5kyzKvg__c;¿Quieres saber CÓMO se HACE este logo?;Aug 10, 2021;;0;0;;0;0;;0;0;;0;0;1;100;0;0;0;0;0;0;10;1;0.0011;0:00:04;19;0
YF2HXeklCeQ;(INTERMEDIO) TUTORIAL 16 Corel Draw X6, X7: Cómo recortar imágenes de forma fácil y rápida;Apr 17, 2014;;0;0;0;9;0;;0;0;;0;0;0;;0;0;0.417;0.01;0;0;34.71;26;13,538;0:03:07;198;3.54
YL0lHOKtXT4;🤯 Efectos Increíbles para tus DISEÑOS | Short ▶ DelcaVideography;Jun 18, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;34.45;4;0.0256;0:00:23;82;2.44
YeEyPqzikUY;☑️ LOGO MERCEDES BENZ TUTORIAL COREL DRAW;Nov 14, 2017;0;3;0;0;4;0;;0;0;100;0;1;0;;0;0;1,333;0.044;0;0;19.33;30;24,214;0:04:50;353;6.23
YjplAyXDQ8Q;🎤 TUTORIAL EFECTO KARAOKE: LYRIC SYNC en Vegas Pro | DelcaVideography 🎼;Dec 11, 2018;0;4;0;0;17;0;;0;0;;0;0;0;;0;0;2,149;0.102;0;1;14.73;53;26,829;0:03:02;422;6.87
YmttwBgl3SI;How to Create Video Graphics in Sony/MAGIX Vegas Pro 2018! (Tutorial);Feb 13, 2018;;0;0;;0;0;;0;0;;;;0;;;;;0;;;27.29;1;0.0658;0:03:56;44;2.27
YrYAxMtfRQY;✅ Te Explico QUÉ ES y PARA QUÉ SIRVE Vegas Pro 2022 ▶ DelcaVideography;Nov 8, 2022;0;72;0;;0;0;;0;0;;0;0;0;;0;0;1,373;0.079;0;1;66.93;58;11,862;0:01:13;432;4.86
YwDf2mPrmGk;Efecto de Texto Metálico en Corel DRAW | DelcaVideography;Aug 7, 2018;0;12;0;0;39;0;;0;0;100;0;1;0;;0;0;1,015;0.074;0;0;34.08;74;5,913;0:04:47;975;3.18
Z42jLF2utFU;✅ Las 5 formas MÁS PRODUCTIVAS de EXPORTAR en CorelDRAW 2021 ⚙️ (TUTORIAL Bien Explicado 💚);Apr 12, 2021;0;3;0;0;6;0;;0;0;100;0;1;0;;0;0;3,462;0.056;0;0;20.09;16;11,249;0:04:13;288;2.78
ZGNFQVh79hE;🔥 LOGO TUTORIAL ▶ CorelDRAW MUST KNOWN Techniques for Beginners & Experts | DelcaVideography;Jul 27, 2021;0;3;0;0;3;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;68.72;3;0.1999;0:03:59;88;2.27
ZTgsq65rCl4;EFECTO 3D EN FOTOS PHOTOSHOP tutorial: 3D photo EFFECT!;Oct 26, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.5;0.001;0;0;15.31;2;0.0951;0:02:51;88;2.27
ZWXQ0Ks057Q;(1 MINUTO) TUTORIAL SONY VEGAS PRO: PANORAMIZACIÓN / WIDESCREEN ASPECT;Nov 3, 2015;;0;0;;0;0;;0;0;;0;0;0;;0;0;;0.001;0;0;0;0;0;0:00:00;33;0
ZuYjqX8kxdA;3D LETTERING EFFECT LOGOTYPE in COREL DRAW | DelcaVideography;Jun 2, 2020;;0;0;0;4;0;;0;0;;0;0;0;;0;1;0.25;0.001;0;0;20.67;5;0.3138;0:03:45;122;1.64
_08rIDdZ7GU;Separación de COLOR IMÁGENES COMPLEJAS | Cuatricromía + Serigafría en Corel DRAW | DelcaVideography;Apr 29, 2019;0;16;0;0;9;0;;0;0;;0;0;0;;0;0;1;0.015;0;0;33.14;17;1,075;0:03:47;263;5.32
_5bWTaKLHRQ;(BÁSICO) TUTORIAL 5 CorelDRAW X6, X7: CREA FÁCIL un ENCABEZADO para tu canal de YOUTUBE;Jun 25, 2014;;0;0;;0;0;;0;0;;;;0;;;;;0;;;2.16;1;0.0083;0:00:29;103;0.97
_9EOH6LCrIQ;🔦 CÓMO ANIMAR EFECTO LINTERNA EN VÍDEOS O IMÁGENES en Vegas Pro | DelcaVideography;Dec 4, 2018;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0;0;0;0;17.05;8;0.3096;0:02:19;92;4.35
_EjDfu5upcg;Estas son las ÚLTIMAS NOVEDADES de COREL DRAW 2022;Apr 27, 2022;0;12;0;0;11;0;;0;0;;0;0;0;;0;1;0.607;0.044;0;0;23.54;63;24,348;0:02:19;543;5.16
_EpE93p_vxM;Ventajas de Vegas Pro @DelcaX;Dec 13, 2022;;0;0;;0;0;;0;0;100;0;2;33;69.7;0;0;0;0;0;0;68.14;25;0.2839;0:00:40;769;2.47
_HD4bDa2phM;⚠️OFTERTA‼️ 🙃 CURSO MAESTRO en DISEÑO GRÁFICO & AUDIOVISUAL [Para SIEMPRE] ▶ DelcaVideography;Oct 31, 2017;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;59.84;2;0.1443;0:04:19;153;0.65
_WDy7KRODFo;Corel DRAW: 10 CONSEJOS para ser más PRODUCTIVOS | DelcaVideography;Sep 24, 2019;0;9;0;1.67;60;1;20;5;1;100;0;2;0;;0;3;0.855;0.092;0;1;32.37;64;84,533;0:07:55;1033;4.36
_nCMwlOEVEs;🦸‍♂️ SUPER FAN LOGO TUTORIAL in Corel DRAW DelcaVideography;May 5, 2020;0;3;0;0;5;0;;0;0;;0;0;0;;0;0;0;0;0;0;99.98;1;0.4688;0:28:07;73;0
_tpnACbQMCs;🔴 Tutorial PERSPECTIVA de 3 puntos de fuga (vista de AVE 🕊) ▷ CorelDRAW 2021;Apr 13, 2021;;0;0;0;1;0;;0;0;;0;0;0;;0;0;0;0;0;0;8.29;7;0.2112;0:01:48;105;4.76
a8RljIZTEGY;TUTORIAL: ANIMACIÓN KAME HAME HA SONY VEGAS PRO / KAME HAME HA ANIMATION;May 17, 2016;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;1.33;1;0.007;0:00:25;38;2.63
aJ7j5jZ3IwE;TIMELAPSE LOGO DESIGN TUTORIAL DelcaVideography;Apr 18, 2021;0;12;0;;0;0;;0;0;100;0;2;0;;0;0;2,353;0.044;0;0;37.14;23;0.4983;0:01:17;130;13.08
aYyXLeRL38A;🦎 APRENDE Cómo CREAR LOGOS creativos (PASO A PASO ✍🏼) Corel DRAW (X7 en adelante) ► DelcaVideography;Dec 15, 2020;0;12;0;0;45;0;18.75;16;3;100;0;2;0;;0;0;0.8;0.15;0;0;12.86;174;69,811;0:02:24;1796;7.96
adLTyY_7EvU;🌇 APRENDE a Crear LOGO MINIMALISTA [PASO a PASO y desde CERO ✍🏼] en Corel DRAW ► DelcaVideography;Jun 23, 2020;;0;0;;0;0;;0;0;100;0;-1;0;;0;0;1.75;0.018;0;0;11.09;10;0.3052;0:01:49;498;1.81
alDiKvBy7VQ;⭐ Técnicas SECRETAS para CREAR Logos | Short ▶ DelcaVideography;Jun 14, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;53.52;1;0.0106;0:00:38;75;0
b9_XfrLRhbk;⭐ 5 HERRAMIENTAS INDISPENSABLES para DISEÑAR LOGOS en CorelDRAW ▶ TUTORIAL | DelcaVideography;Aug 2, 2022;0;4;0;0;4;0;;0;0;;0;0;0;;0;0;1,889;0.038;0;0;39.65;20;26,191;0:07:51;327;1.53
bnTNBaHgrOU;🎞TUTORIAL: CÓMO RENDERIZAR SONY EN VEGAS PRO 10, 11, 12, 13 y 14🎞;Oct 25, 2016;;0;0;;0;0;;0;0;;0;0;0;;0;0;0.143;0.001;0;0;3.82;7;0.1644;0:01:24;141;2.13
bx4i7SPPyWo;BEST LOGO IDEAS TUTORIAL in COREL DRAW DelcaVideography;May 12, 2020;;0;0;;0;0;;0;0;100;0;1;0;;0;0;0.176;0.003;0;0;7.82;17;0.4896;0:01:43;648;1.08
cL6on7uALms;ANIMACIONES FÁCILES PARA INTROS en Vegas Pro | DelcaVideography;Nov 12, 2019;;0;0;0;4;0;;0;0;;0;0;0;;0;0;1.75;0.007;0;0;13.88;4;0.176;0:02:38;85;2.35
cP1iOHm2kqg;👌🏼 EASY Design LOGO Process in CorelDRAW ▶ BEST Tips and Tricks | DelcaVideography;Oct 5, 2021;;0;0;;0;0;;0;0;;;;0;;;;;0;;;98.12;1;0.0889;0:05:19;116;0.86
cZUmPLANTy0;💚Herramienta DIBUJO en Corel DRAW ▶ TUTORIAL | DelcaVideography;Oct 25, 2022;0;9;0;0;4;0;;0;0;;0;0;0;;0;0;8,429;0.06;0;0;59.24;8;0.6977;0:05:13;344;1.45
cbbbAhyAftc;Shooting effect! Awesome bullets from my fingers - Great shooting with a load hand!;Feb 7, 2010;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;69.24;1;0.004;0:00:14;11;0
chtrNdjuRWk;(BÁSICO) TUTORIAL 1 en Español: Curso CorelDRAW X4, X5 y X6 para principiantes, tips básicos;Feb 22, 2014;;0;0;14.29;21;3;0;5;0;100;0;3;0;;0;0;1,175;0.447;0;0;20.18;65;67,125;0:06:11;1332;1.95
cmnY_cjMSxE;(PROFESIONAL DESIGN) 🤘 SAPPHIRE DAGA COREL DRAW TUTORIAL: PARTE 1;May 30, 2017;;0;0;100;1;1;33.33;3;1;;0;0;0;;0;0;1;0.001;0;0;15.96;3;0.1988;0:03:58;48;2.08
d0g3jMXuas0;BASIC TUTORIAL: 3D TEXT in Corel Draw for Beginners | DelcaVideography;Mar 12, 2019;0;8;0;0;19;0;;0;0;;0;0;0;;0;0;0.333;0.004;0;0;38.86;13;10,874;0:05:01;264;2.27
d2bvpe3xhjE;¿Quieres un logo profesional sin complicaciones? 💪 Sigue estos trucos y consejos 💡@DelcaX;Jan 6, 2023;;0;0;;0;0;;0;0;;0;0;16;50;0;0;0;0;0;0;104.19;8;0.1389;0:01:02;240;1.25
d2zJ-uSschU;(BÁSICO) TUTORIAL 4 CorelDRAW X6, X7: Adornos y Accesorios (Español);Nov 28, 2014;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;86.33;1;0.3612;0:21:40;107;0
d3wIvCBE7JU;(AVANZADO) TUTORIAL 25 COREL DRAW X6, X7: LOGO 3D MINIONS;Jul 13, 2015;;0;0;0;7;0;;0;0;;0;0;0;;0;0;0;0.021;0;0;16.19;10;0.8714;0:05:13;168;2.98
d4W0C_QPDiE;🔥 XP-PEN ARTIST 12 y 16 ▶ TABLETA GRÁFICA para ILUSTRAR | Súper económica + 30% de Descuento;Aug 13, 2022;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0;0;0;50.36;2;0.019;0:00:34;107;1.87
d5RUp2aWDBs;🔴 CorelDRAW MUST KNOWN Techniques for Beginners & Experts ▶ 3D LOGO TUTORIAL | DelcaVideography;Aug 5, 2021;;0;0;;0;0;;0;0;;0;0;0;;0;0;0;0.004;0;0;26.28;5;0.1902;0:02:16;97;4.12
dD9pwVVR8FY;¿Puedes adivinar lo que es? DelcaVideography #short;Nov 23, 2021;;0;0;;0;0;;0;0;;0;0;1;100;0;0;0;0;0;0;14.71;1;0.0014;0:00:05;20;5
dInHfKqIzhQ;🎞RASTREO DE MOVIMIENTO: BCC MATCH MOVE FX - SONY VEGAS PRO TUTORIAL🎞;Feb 28, 2017;0;6;0;0;11;0;;0;0;100;0;1;0;;0;0;0.182;0.003;0;0;26.69;13;10,119;0:04:40;163;3.07
